196.59,198.91,200.00,201.93,205.53,210.27,215.43,219.37,220.92,221.89,222.99,224.14,225.30,226.40,227.31,227.89,228.37,228.79,229.15,229.81,231.87,235.19,238.42,241.15,243.20,244.94,246.43,247.77,249.15,251.14,253.72,257.07,260.93,264.47,267.62,270.73,274.05,277.86,282.64,286.39,289.92,293.77,298.07,305.16,312.01,318.11,324.45,331.11,336.75,340.90,343.43,345.91,346.90,346.58,345.13,342.73,339.43,336.06,332.15,327.26,324.66,323.44,322.96,322.86,322.34,319.65,314.57,308.55,305.09,307.36,310.99,314.64,318.04,320.91,322.96,323.82,323.30,321.47,318.22,315.71,314.64,315.73,319.31,323.42,327.51,331.55,335.83,339.20,342.25,345.06,347.18,347.92,346.90,344.83,341.86,337.01,334.15,335.06,339.04,341.86,343.60,346.38,350.85,357.64,366.77,374.63,381.18,386.59,390.74,392.27,392.16,391.27,390.49,389.51,389.55,391.87,397.25,402.50,407.00,411.49,416.35,421.56,426.00,430.27,434.00,436.15,437.24,439.21,442.48,446.72,449.87,452.07,454.01,456.33,459.88,463.39,467.53,472.36,478.63,488.85,490.20,486.16,479.82,474.72,469.22,462.96,456.71,451.65,446.21,440.40,434.00,426.94,420.05,417.80,416.90,416.00,415.48,417.91,423.50,430.39,436.74,442.25,446.97,452.22,458.08,462.76,466.17,468.44,470.03,471.57,473.55,475.63,478.11,481.06,483.43,485.30,487.06,488.88,490.79,492.68,494.42,494.52,491.15,485.89,479.88,474.36,469.74,465.29,460.99,456.26,451.32,446.93,443.41,441.53,441.27,442.50,443.66,444.31,444.67,444.68,443.97,442.96,442.31,442.68,444.81,447.80,450.45,453.09,456.14,459.94,463.15,463.71,461.86,458.69,454.56,449.40,443.83,439.13,438.42,439.97,442.10,444.13,445.81,448.09,451.59,456.38,462.45,468.31,472.09,475.08,478.17,481.73,485.39,487.48,486.73,481.51,476.32,471.15,466.22,461.50,456.14,451.79,448.11,444.35,438.91,430.53,422.22,414.94,408.93,403.33,395.63,386.80,377.75,369.39,360.95,353.58
195.34,196.66,199.85,202.88,206.74,211.38,216.29,219.58,220.72,221.42,222.37,223.51,224.67,225.73,226.59,227.13,227.60,228.05,228.45,228.85,229.58,230.54,233.92,238.65,241.79,243.50,244.84,246.18,247.67,249.38,250.82,253.61,257.79,261.72,264.88,267.85,270.97,274.67,279.88,283.82,287.46,291.55,296.05,302.22,308.85,315.10,320.50,327.87,334.25,339.13,342.49,345.20,347.76,349.17,348.98,347.23,344.07,340.78,337.54,334.33,332.27,331.17,330.05,328.41,326.32,322.80,317.52,311.69,308.37,310.44,314.17,318.10,321.77,325.12,327.54,328.56,328.18,326.92,323.90,320.61,318.36,318.82,322.56,326.91,331.47,336.24,340.84,345.06,348.72,351.73,353.81,354.54,353.48,351.19,347.99,343.89,340.84,340.75,343.48,345.99,347.01,348.92,352.84,359.71,367.78,375.87,382.91,388.37,392.94,396.00,397.25,397.13,396.53,395.24,394.23,395.53,400.59,405.32,410.44,415.66,420.88,426.12,430.99,435.95,439.93,441.18,442.27,444.53,447.80,451.54,454.17,456.50,459.25,462.23,464.54,466.81,470.02,474.05,479.48,489.08,490.46,486.58,480.19,474.65,469.06,462.88,456.75,451.75,446.28,440.45,434.10,427.09,419.92,416.53,414.67,413.40,413.17,416.16,421.36,427.73,434.49,440.34,444.79,449.15,454.07,459.22,462.36,464.35,465.81,467.16,468.90,470.89,473.21,476.06,479.58,482.12,484.17,486.06,487.91,489.73,491.46,491.67,488.45,483.16,477.79,472.64,467.70,462.90,457.74,452.47,447.46,443.36,440.13,437.55,436.56,437.71,438.73,439.13,439.32,439.29,438.61,437.75,437.44,438.38,441.20,444.22,447.13,450.31,454.02,458.20,461.11,461.72,460.22,457.03,452.93,447.73,441.74,435.86,432.87,434.30,437.06,439.55,441.10,443.75,448.29,454.29,461.11,467.63,471.74,474.79,477.68,480.62,483.95,485.82,485.28,481.36,476.68,472.05,467.61,463.39,459.24,455.25,451.30,447.17,442.11,433.78,424.89,416.85,410.49,404.58,396.97,387.93,378.14,369.38,361.17,353.88
196.16,198.30,200.81,204.34,208.42,212.84,217.17,219.80,220.72,221.30,222.03,222.96,224.07,225.09,225.87,226.36,226.83,227.29,227.72,228.12,228.55,229.07,231.28,235.34,240.47,242.56,244.05,245.58,247.15,248.60,249.54,251.33,254.44,258.48,261.97,265.01,267.96,271.42,276.56,281.08,285.44,289.99,294.52,299.84,306.42,313.18,318.26,325.08,331.71,337.41,341.76,345.20,348.49,350.92,351.88,350.73,348.57,345.94,343.14,340.36,337.98,336.50,335.00,332.76,329.47,325.40,320.70,315.88,312.40,313.50,316.82,320.80,324.70,328.59,331.65,333.40,333.74,332.80,329.83,326.26,323.22,322.32,325.77,330.38,335.49,340.96,345.99,350.59,354.36,357.34,359.59,360.24,358.85,356.16,352.65,348.33,345.06,344.95,347.73,349.72,350.89,352.29,355.18,361.14,368.55,376.70,383.94,389.48,394.58,399.13,401.75,402.43,401.94,400.78,399.70,400.35,404.09,408.64,414.46,420.51,426.34,431.90,437.15,441.79,445.31,446.90,448.27,449.88,452.23,455.39,458.15,461.64,465.14,467.97,469.37,471.13,473.64,477.39,483.08,490.13,490.75,487.04,480.89,474.95,468.68,462.25,456.28,451.49,446.07,440.25,434.13,427.55,420.38,416.64,414.14,411.99,410.74,413.25,418.10,424.27,431.10,437.13,441.98,446.21,450.19,454.29,457.50,459.97,461.85,463.20,464.70,466.49,468.55,471.05,474.40,477.91,481.02,483.51,485.35,487.31,489.17,489.40,486.20,481.41,476.31,471.09,465.73,460.16,454.11,448.36,443.29,439.40,436.33,433.83,432.54,432.92,433.55,433.99,434.22,434.17,433.56,432.82,433.20,434.96,438.17,441.54,444.63,448.08,452.17,456.33,458.96,459.47,458.13,455.21,451.13,445.46,439.05,432.94,428.77,429.58,431.79,433.87,435.98,439.65,445.63,452.79,459.91,467.28,471.63,474.66,477.47,480.23,483.29,485.01,484.63,481.47,477.47,473.07,468.68,464.60,460.71,456.89,453.02,448.83,443.49,435.25,426.37,418.11,411.31,404.92,397.38,388.28,378.08,369.45,361.64,354.42
197.69,200.56,202.83,206.34,210.13,214.03,217.73,219.91,220.75,221.27,221.84,222.54,223.53,224.43,225.13,225.62,226.13,226.64,227.16,227.66,228.12,228.71,229.94,233.06,239.52,241.90,243.57,245.27,246.88,248.08,248.78,249.74,251.66,255.40,258.96,262.01,264.86,268.26,273.40,278.55,283.73,288.88,293.44,298.15,304.76,312.01,316.95,323.06,329.77,336.11,341.31,345.48,349.36,352.57,354.46,353.97,352.77,350.82,348.38,345.71,342.98,341.08,339.24,336.67,332.61,328.10,323.98,320.22,316.82,316.58,319.18,323.02,327.11,331.45,335.21,337.77,338.82,338.15,335.45,331.91,328.37,326.30,329.25,334.01,339.65,345.77,351.07,355.81,359.59,362.59,365.09,365.85,364.31,361.25,357.21,352.43,348.86,348.82,351.81,353.36,354.75,355.94,357.96,362.57,369.32,377.38,384.72,390.49,396.36,402.05,405.85,407.48,407.32,406.29,405.36,405.69,408.45,413.01,419.17,425.73,432.11,437.99,443.41,447.55,450.56,452.72,454.25,455.11,456.56,459.37,462.70,467.19,471.01,473.45,474.44,476.36,478.67,482.14,487.37,491.55,491.13,487.41,481.42,474.96,467.84,461.25,455.61,451.01,445.68,439.97,434.11,427.96,420.85,416.90,413.92,410.97,408.55,410.28,414.65,420.49,427.09,433.11,438.66,443.21,446.61,449.56,452.65,455.39,457.59,459.19,460.58,462.19,464.02,466.17,469.00,473.17,477.35,480.79,483.05,485.23,487.23,487.55,484.42,480.23,475.25,469.83,464.01,457.71,451.16,445.26,440.24,436.24,432.87,430.49,429.04,428.57,428.81,429.25,429.52,429.43,428.83,428.26,429.25,431.69,435.20,438.95,442.34,446.12,450.48,454.37,456.64,457.06,455.89,453.24,448.86,442.77,436.11,429.92,425.03,425.22,426.93,428.91,431.93,436.57,443.73,451.74,458.79,466.84,471.47,474.55,477.31,480.02,482.80,484.35,484.13,481.56,478.20,473.88,469.38,465.32,461.40,457.59,453.78,449.60,444.03,435.94,427.02,418.56,411.53,404.84,397.31,388.10,377.63,369.42,362.02,355.11
199.61,201.76,206.72,209.33,211.62,214.32,217.43,219.74,220.71,221.27,221.82,222.40,223.09,223.76,224.38,224.93,225.63,226.30,226.99,227.69,228.34,229.01,230.57,233.82,239.40,241.64,243.32,245.01,246.58,247.56,248.28,249.09,250.43,253.04,255.82,258.54,261.49,265.38,271.01,276.63,282.49,288.46,293.16,297.81,304.51,311.93,316.80,322.70,329.36,335.83,341.35,345.97,350.63,354.50,356.90,357.23,356.31,354.69,352.60,350.08,347.50,345.39,343.19,340.30,336.24,331.43,327.37,324.24,321.69,319.76,321.16,324.58,328.74,333.28,337.73,340.90,342.27,341.91,340.15,337.02,333.44,331.26,333.37,338.04,344.13,350.76,355.93,360.50,364.35,367.62,370.50,371.86,370.80,367.59,362.53,357.33,353.30,352.88,355.64,356.99,358.25,359.74,361.58,364.43,370.21,377.95,385.38,391.69,398.82,404.81,409.35,412.30,413.09,411.90,410.95,411.60,414.86,419.64,425.18,431.40,438.03,443.99,449.14,452.96,455.87,458.28,459.51,460.04,461.30,464.30,468.81,473.25,476.42,478.36,480.01,483.18,486.44,489.29,491.52,493.33,491.67,487.48,481.30,473.98,466.02,459.69,454.84,450.25,445.01,439.60,434.06,428.07,420.91,416.60,413.36,410.17,407.05,407.95,411.48,416.48,422.31,427.97,434.49,439.99,443.62,446.23,448.54,450.49,452.43,454.79,456.37,457.91,459.63,461.64,463.97,467.79,472.55,477.47,481.18,483.62,485.75,486.29,483.49,479.78,474.85,469.18,462.91,456.16,450.08,444.88,440.15,435.29,430.61,427.88,426.32,425.36,425.27,425.49,425.64,425.45,424.67,424.43,425.62,428.16,431.93,435.92,440.00,444.45,449.03,452.30,454.00,454.39,453.57,451.01,445.56,439.44,433.00,426.43,421.19,421.10,423.25,426.44,430.80,435.85,443.33,451.36,457.77,465.99,471.03,474.36,477.12,479.81,482.19,483.52,483.43,481.39,478.50,474.10,469.38,465.30,461.24,457.20,453.17,448.92,443.72,435.86,426.45,417.45,410.76,404.31,396.72,387.18,376.49,369.10,362.02,356.01
201.68,205.17,209.22,210.94,212.67,215.03,217.83,219.63,220.51,221.08,221.64,222.27,223.00,223.77,224.49,225.16,225.92,226.63,227.37,228.12,228.83,229.80,231.56,234.67,239.48,241.52,243.13,244.76,246.22,247.10,247.91,248.77,249.96,252.05,254.34,256.70,259.25,262.76,269.63,275.63,281.63,288.06,293.70,298.83,305.23,312.05,316.92,322.88,329.52,335.96,341.47,346.21,351.44,356.16,359.56,360.75,360.28,358.76,356.58,353.92,351.45,349.12,346.53,343.42,339.62,335.13,331.34,328.52,326.37,324.07,324.00,326.06,330.17,335.89,340.28,343.32,344.99,344.98,343.56,341.10,338.34,336.59,337.89,342.40,348.78,355.75,360.67,365.18,369.35,373.17,376.36,377.80,376.53,372.98,367.57,362.16,358.64,358.06,359.97,361.55,363.11,364.82,366.50,368.21,372.09,378.62,385.82,392.75,400.01,405.78,410.94,415.53,418.50,418.75,418.33,418.76,421.21,425.53,431.23,437.15,442.96,448.93,453.99,457.71,460.56,462.99,464.19,465.01,466.61,469.82,474.52,478.53,481.45,483.54,485.54,488.18,490.79,492.57,492.87,492.76,490.30,485.86,479.63,471.93,463.91,458.09,453.86,449.40,444.35,439.11,433.59,427.56,420.88,416.52,412.93,409.27,405.58,405.42,407.75,411.79,417.19,422.63,428.70,434.51,439.45,443.16,445.45,447.12,448.77,450.80,452.23,453.68,455.32,457.25,459.49,462.60,467.30,473.10,478.23,481.61,484.06,484.92,483.02,480.18,475.42,469.83,463.98,458.37,453.25,448.60,443.72,437.46,431.13,427.46,425.03,422.89,421.91,421.81,421.81,421.54,420.78,420.73,422.00,424.54,428.32,432.85,437.10,441.46,445.89,449.21,450.95,451.49,450.71,447.57,441.99,435.96,429.37,422.38,417.98,418.07,420.68,425.02,430.99,437.04,444.56,452.02,457.71,465.40,470.55,474.06,476.82,479.42,481.42,482.52,482.51,480.82,477.87,473.48,468.79,464.60,460.26,455.91,451.63,447.33,442.34,434.16,424.88,416.25,409.67,403.39,395.65,386.58,377.34,371.30,364.88,359.23
203.87,208.81,210.95,212.00,213.57,215.81,218.24,219.49,220.25,220.88,221.50,222.24,223.14,224.06,224.94,225.72,226.49,227.21,227.94,228.72,229.53,230.89,232.85,235.69,239.69,241.48,243.02,244.56,245.88,246.75,247.66,248.63,249.83,251.69,253.66,255.71,257.76,260.73,268.76,275.07,281.04,287.73,294.38,300.18,306.26,312.31,317.18,323.31,330.01,336.37,341.74,346.43,352.08,357.63,362.08,364.21,364.41,363.10,360.75,357.75,355.09,352.45,349.50,346.13,342.67,338.75,335.38,332.81,331.00,329.06,327.73,328.12,331.62,338.40,342.61,345.47,347.49,347.91,346.67,344.83,342.97,341.72,342.35,347.15,353.91,360.70,365.46,370.05,374.67,379.05,382.45,383.72,382.13,378.33,372.85,367.19,364.24,363.54,364.60,366.47,368.38,370.19,371.65,372.64,374.67,379.64,386.28,393.64,400.56,405.97,411.75,418.04,423.30,425.49,425.91,426.11,427.50,431.26,437.04,442.55,447.44,453.40,458.49,462.25,465.11,467.51,468.86,470.19,472.23,475.49,479.87,483.35,486.08,488.35,490.40,491.75,493.00,493.54,492.55,490.90,487.77,483.19,477.00,469.16,461.67,456.50,452.74,448.45,443.67,438.51,432.89,426.78,420.73,416.43,412.43,408.15,403.88,402.73,403.85,406.80,411.62,417.08,422.43,428.23,434.42,439.55,442.42,444.24,445.69,447.10,448.29,449.64,451.20,453.03,455.21,457.68,462.00,468.22,474.82,479.45,482.37,483.62,482.79,480.81,476.47,471.26,466.15,461.85,457.58,453.36,448.40,441.23,433.24,428.22,424.66,421.31,419.13,418.37,418.07,417.71,417.06,417.17,418.51,420.98,424.63,429.60,433.91,438.02,442.11,445.57,447.50,448.19,447.28,443.52,438.09,431.98,425.20,418.39,415.09,415.62,418.88,424.45,431.94,439.22,446.56,453.09,458.01,464.85,469.98,473.63,476.30,478.76,480.48,481.38,481.32,479.71,476.51,472.21,467.69,463.40,458.82,454.18,449.71,445.35,440.48,432.33,423.39,415.15,408.60,402.52,394.99,386.94,379.63,374.70,369.16,363.86
206.25,210.42,211.78,212.84,214.48,216.30,217.87,219.09,220.02,220.84,221.65,222.58,223.55,224.50,225.42,226.28,227.01,227.76,228.52,229.38,230.56,232.47,234.69,237.19,240.04,241.62,243.11,244.52,245.67,246.69,247.68,248.70,249.94,251.78,253.67,255.57,257.50,260.38,268.38,274.89,280.95,287.57,294.48,300.94,307.12,312.78,317.60,323.93,330.87,337.30,342.46,346.93,352.77,358.73,363.85,367.19,368.57,368.06,365.92,362.24,358.32,355.20,351.91,348.11,344.88,341.56,338.81,336.86,335.78,335.00,333.53,332.33,333.38,339.51,344.05,347.52,350.18,351.21,350.35,348.68,346.86,345.62,346.09,352.90,360.42,365.56,370.52,375.65,380.75,385.42,388.71,389.64,388.22,384.77,379.34,373.05,369.59,368.64,369.65,371.49,373.41,374.91,376.01,376.94,378.44,381.77,387.05,394.00,400.53,405.70,412.30,420.12,426.39,430.27,431.90,432.54,433.65,437.39,441.97,446.67,451.63,457.61,462.93,466.92,469.94,472.48,474.22,476.03,478.20,480.96,484.52,487.53,489.75,491.42,492.92,492.67,492.15,491.40,489.94,487.51,483.74,478.98,472.98,465.18,459.32,455.01,451.34,447.32,442.91,437.74,431.98,425.90,420.21,415.96,411.48,406.33,401.33,399.72,400.04,401.64,404.95,411.06,416.59,422.04,427.85,433.74,438.32,441.14,442.72,443.89,445.00,446.23,447.65,449.27,451.02,453.42,457.14,462.86,471.23,477.32,480.97,482.75,482.78,481.20,477.93,473.81,469.33,465.07,460.60,456.47,452.30,446.68,437.35,430.43,425.64,421.88,418.11,415.66,414.50,414.14,413.64,413.97,415.41,417.76,421.09,425.79,430.44,434.64,438.26,441.32,443.18,443.74,442.66,438.85,433.34,426.40,419.88,415.33,412.53,413.82,418.42,425.51,433.81,442.44,449.21,454.20,458.33,464.08,469.11,472.79,475.14,477.38,479.15,479.92,479.46,477.28,473.82,469.74,465.55,461.38,456.79,452.07,447.58,443.24,438.30,432.13,423.49,414.49,408.00,402.35,396.35,390.27,384.45,379.12,374.75,370.45
208.77,211.56,212.68,213.81,215.14,216.49,217.76,219.02,220.07,221.02,221.95,222.95,223.96,224.93,225.88,226.78,227.56,228.33,229.24,230.44,232.14,234.14,236.28,238.61,241.19,242.94,244.44,245.62,246.38,247.21,248.13,249.09,250.25,252.00,253.73,255.48,257.29,260.10,267.89,274.65,280.98,287.68,294.69,301.31,307.48,313.04,317.99,324.75,331.85,338.23,343.23,347.60,353.44,359.84,365.86,370.08,372.44,372.46,370.54,366.94,362.39,358.27,354.21,350.15,346.91,344.38,342.49,341.23,340.78,340.57,339.49,337.94,337.31,340.86,345.13,349.21,352.63,354.50,354.24,353.05,351.62,350.65,351.96,358.44,365.50,370.78,376.22,381.80,386.87,391.15,394.18,394.81,393.38,390.36,385.75,380.09,376.28,374.81,375.50,377.18,378.80,380.10,381.14,382.09,383.29,385.27,388.97,394.77,400.90,406.36,413.58,422.03,428.78,434.25,437.13,438.67,440.39,443.73,447.31,451.53,456.63,462.28,467.27,471.25,474.48,477.14,478.97,481.00,483.33,485.88,488.47,490.60,491.72,492.07,492.37,491.28,489.91,488.42,486.49,483.35,479.13,474.01,467.96,461.29,456.63,452.76,449.05,445.11,440.89,435.81,430.28,424.67,419.40,414.63,409.57,404.18,399.39,397.29,397.13,398.18,400.58,405.94,411.13,416.31,421.80,427.47,432.48,435.88,437.99,439.56,441.14,442.77,444.43,446.08,447.82,450.01,453.23,458.39,466.94,474.25,479.05,481.62,482.10,480.98,478.15,474.50,470.40,466.03,461.45,457.13,453.01,448.21,439.51,432.05,426.56,422.64,418.14,413.72,411.28,410.80,410.50,410.72,412.03,414.30,417.46,421.53,426.10,430.56,434.49,437.38,439.04,439.38,438.03,434.01,427.99,421.40,415.73,412.13,410.16,412.28,418.00,426.43,435.76,444.72,450.65,454.46,457.93,462.52,467.80,471.81,473.88,475.88,477.11,477.39,476.57,474.12,470.69,466.85,462.86,458.69,454.13,449.60,445.27,441.05,436.59,432.22,424.87,416.50,410.43,404.94,399.78,394.82,389.96,384.94,380.80,376.74
211.20,212.59,213.76,214.94,215.77,216.66,217.90,219.19,220.31,221.34,222.34,223.34,224.35,225.35,226.32,227.25,228.10,228.93,230.13,231.93,234.21,236.07,237.97,240.21,242.94,245.02,246.48,247.35,247.67,248.13,248.86,249.68,250.68,252.28,253.86,255.47,257.16,259.87,267.30,274.36,281.07,287.91,294.88,301.34,307.42,313.06,318.31,325.69,332.94,339.17,344.03,348.39,354.13,361.02,368.03,372.92,376.00,376.34,374.65,371.56,366.91,361.64,356.65,352.46,349.19,347.45,346.42,345.83,345.84,345.78,345.28,344.09,342.47,342.66,346.04,350.50,354.77,357.74,358.41,358.12,357.38,356.80,359.00,363.76,369.72,376.06,381.94,387.75,392.53,396.25,399.13,399.70,398.22,395.48,391.84,387.45,383.67,381.76,382.04,383.47,384.70,385.88,387.00,387.88,388.75,389.67,391.81,396.05,401.75,407.82,415.40,423.78,430.70,437.48,441.60,444.30,447.06,449.90,452.87,456.84,461.95,467.13,471.52,475.32,478.65,481.39,483.19,485.25,487.63,490.00,491.42,492.35,492.13,491.00,489.92,488.53,486.91,485.03,482.53,478.77,474.15,468.64,462.58,457.52,453.57,449.82,446.00,442.07,437.92,433.02,427.90,422.93,418.05,412.61,407.03,401.80,397.68,395.10,394.76,395.87,397.96,401.85,406.34,411.19,416.27,421.20,425.84,429.44,432.14,434.39,436.65,439.00,441.27,443.35,445.35,447.32,450.11,454.74,462.68,470.90,476.84,480.21,480.92,480.05,477.17,473.47,469.41,464.87,460.30,455.80,451.45,446.96,440.06,433.02,427.32,423.37,418.70,412.51,408.67,407.78,407.46,407.31,408.32,410.47,413.63,417.03,421.28,426.02,430.62,433.59,435.06,435.10,433.42,428.95,422.50,416.94,412.36,408.93,408.03,410.99,417.61,427.12,437.33,445.92,451.02,454.07,457.02,460.51,465.94,470.39,472.52,474.23,474.63,474.24,473.08,470.61,467.36,463.75,459.86,455.62,451.08,446.82,442.75,438.87,435.36,432.44,426.89,420.12,414.65,409.17,404.38,399.97,395.72,391.50,387.08,382.80
